new_id, prob
1058, 1
1059, 2
1061, 1
1064, 2
1065, 1
1069, 1
1070, 1
1071, 1
1072, 1
1074, 1
1079, 1
1080, 1
1081, 2
1082, 2
1084, 2
1086, 2
1088, 2
1089, 2
1094, 2
1096, 2
1099, 1
1101, 1
1103, 2
1104, 2
1105, 1
1107, 2
1108, 2
1109, 1
1110, 2
1112, 2
1113, 1
1114, 2
1115, 1
1116, 1
1118, 2
1119, 1
1120, 2
1122, 2
1123, 1
1124, 1
1125, 2
1128, 2
1131, 2
1132, 1
1134, 2
1137, 1
1138, 1
1140, 2
1141, 2
1144, 1
1145, 2
1146, 2
1147, 1
1154, 2
1156, 1
1157, 2
1158, 2
1164, 2
1165, 1
1166, 1
1169, 2
1170, 1
1173, 2
1174, 1
1176, 1
1180, 2
1181, 2
1182, 2
1184, 2
1185, 2
1186, 2
1187, 1
1188, 2
1190, 2
1191, 1
1193, 2
1195, 2
1196, 2
1197, 2
1204, 2
1205, 2
1209, 1
1212, 2
1214, 1
1215, 1
1217, 1
1218, 1
1219, 2
1220, 2
1226, 2
1227, 1
1228, 1
1230, 1
1232, 2
1235, 2
1236, 1
1237, 1
1240, 2
1242, 1
1245, 1
1246, 1
1247, 2
1248, 2
1249, 1
1252, 1
1256, 1
1257, 1
1258, 1
1260, 2
1261, 1
1262, 2
1263, 2
1266, 1
1267, 1
1268, 2
1269, 2
1271, 2
1272, 1
1274, 2
1275, 2
1277, 1
1278, 2
1279, 2
1280, 1
1281, 1
1284, 2
1285, 2
1288, 2
1289, 2
1290, 1
1292, 1
1303, 1
1306, 2
1307, 2
1309, 1
1311, 1
1312, 1
1313, 1
1317, 1
1318, 1
1319, 1
1320, 2
1321, 2
1322, 1
1324, 1
1325, 1
1328, 1
1329, 1
1330, 2
1332, 2
1344, 1
1345, 2
1347, 1
1348, 2
1349, 1
1350, 2
1351, 1
1352, 1
1354, 1
1355, 2
1356, 2
1359, 2
1363, 1
1364, 2
1365, 1
1368, 1
1369, 1
1370, 1
1373, 2
1375, 1
1377, 2
1380, 1
1383, 2
1385, 2
1386, 2
1388, 1
1389, 1
1390, 1
1391, 2
1392, 1
1393, 2
1394, 2
1395, 2
1396, 1
1397, 1
1398, 1
1400, 1
1404, 2
1405, 2
1407, 1
1409, 1
1411, 2
1412, 2
1413, 1
1415, 2
1416, 1
1418, 1
1419, 2
1422, 1
1423, 1
1424, 1
1427, 1
1428, 1
1430, 1
1431, 1
1437, 2
1438, 1
1439, 2
1440, 2
1442, 2
1443, 2
1444, 1
1445, 2
1446, 1
1447, 2
1448, 2
1452, 1
1453, 1
1457, 2
1458, 2
1459, 1
1460, 1
1461, 2
1462, 2
1464, 2
1465, 1
1468, 2
1469, 1
1470, 1
1473, 2
1474, 2
1475, 2
1476, 2
1478, 2
1484, 1
1488, 1
1490, 2
1492, 1
1493, 2
1494, 2
1496, 1
1498, 1
1501, 2
1504, 2
1506, 1
1507, 2
1509, 2
1512, 1
1513, 2
1517, 2
1518, 2
1520, 2
1521, 1
1523, 2
1525, 1
1526, 1
1527, 2
1532, 1
1533, 2
1535, 1
1538, 1
1541, 1
1543, 2
1544, 2
1545, 2
1548, 2
1549, 1
1550, 2
1552, 1
1553, 2
1555, 2
1557, 2
1558, 1
1560, 2
1561, 1
1564, 1
1565, 2
1567, 2
1569, 2
1570, 1
1571, 1
1574, 1
1575, 1
1578, 1
1580, 1
1582, 2
1583, 2
1584, 2
1587, 2
1588, 2
1592, 2
1598, 1
1600, 1
1604, 2
1605, 1
1606, 1
1609, 1
1610, 2
1612, 1
1615, 2
1617, 2
1621, 1
1622, 2
1623, 2
1624, 2
1626, 2
1629, 2
1631, 1
1632, 1
1633, 2
1634, 1
1637, 1
1640, 1
1641, 1
1643, 1
1647, 2
1649, 1
1650, 2
1651, 2
1652, 2
1653, 2
1655, 2
1656, 1
1661, 1
1664, 1
1665, 1
1666, 2
1667, 2
1668, 1
1670, 2
1672, 1
1674, 1
1675, 1
1680, 2
1681, 1
1682, 1
1684, 2
1685, 1
1686, 2
1687, 1
1689, 1
1692, 2
1694, 2
1699, 1
1701, 1
1702, 2
1703, 2
1706, 1
1708, 2
1709, 1
1711, 2
1713, 2
1714, 2
1716, 1
1717, 1
1718, 1
1719, 1
1721, 1
1722, 2
1723, 2
1725, 1
1726, 2
1728, 1
1729, 1
1730, 1
1733, 2
1735, 1
1737, 1
1739, 2
1740, 2
1741, 2
1743, 1
1746, 1
1747, 2
1749, 2
1750, 2
1753, 2
1754, 2
1757, 2
1759, 2
1761, 2
1764, 2
1765, 2
1773, 2
1774, 1
1777, 2
1778, 2
1780, 2
1781, 2
1785, 1
1786, 1
1788, 2
1790, 2
1792, 2
1793, 1
1798, 1
1801, 2
1802, 2
1805, 1
1806, 2
1807, 2
1810, 1
1813, 2
1818, 1
1819, 1
1820, 2
1821, 2
1822, 1
1823, 1
1824, 1
1825, 1
1829, 2
1830, 2
1831, 1
1834, 2
1836, 1
1838, 2
1840, 1
1841, 2
1842, 1
1845, 2
1846, 2
1847, 2
1848, 1
1850, 1
1851, 1
1852, 1
1853, 2
1856, 1
1857, 1
1861, 2
1862, 1
1864, 1
1867, 2
1868, 1
1870, 2
1871, 1
1872, 1
1874, 1
1878, 1
1881, 1
1882, 1
1884, 2
1885, 2
1886, 2
1888, 1
1891, 2
1893, 2
1894, 1
1895, 1
1896, 2
1897, 1
1898, 2
1901, 2
1903, 1
1905, 1
1914, 2
1916, 1
1917, 1
1919, 1
1920, 2
1922, 2
1923, 1
1929, 1
1930, 1
1931, 1
1934, 1
1937, 1
1938, 2
1941, 1
1943, 1
1944, 1
1945, 2
1947, 2
1951, 2
1953, 2
1954, 1
1955, 1
1959, 2
1961, 1
1963, 1
1965, 2
1966, 1
1968, 2
1969, 1
1970, 1
1972, 1
1977, 1
1978, 2
1979, 2
1980, 2
1981, 2
1984, 1
1985, 2
1988, 2
1989, 1
1991, 2
1992, 1
1996, 2
1997, 2
2000, 2
2003, 2
2007, 1
2008, 2
2010, 1
2011, 1
2013, 2
2016, 2
2019, 2
2021, 1
2023, 1
2024, 1
2025, 1
2027, 1
2028, 2
2029, 1
2038, 1
2039, 2
2040, 1
2043, 1
2044, 2
2048, 1
2049, 2
2052, 1
2054, 2
2055, 2
2056, 2
2057, 2
2058, 2
2059, 2
2061, 1
2063, 1
2065, 1
2067, 2
2072, 1
2074, 1
2075, 1
2076, 2
2081, 1
2082, 1
2084, 2
2085, 2
2086, 1
2090, 1
2092, 1
2095, 1
2099, 2
2103, 2
2104, 2
2105, 1
2106, 1
2108, 2
2112, 1
2115, 1
2116, 2
2118, 1
2122, 2
2123, 2
2125, 2
2126, 1
2128, 1
2130, 2
2132, 1
2133, 2
2135, 2
2136, 1
2137, 1
2144, 1
2145, 1
2146, 2
2147, 2
2149, 2
2151, 2
2152, 1
2155, 2
2156, 2
2157, 2
2159, 2
2161, 2
2162, 2
2164, 2
2165, 1
2168, 1
2170, 1
2171, 2
2172, 1
2173, 2
2174, 2
2175, 2
2178, 2
2179, 1
2184, 2
2186, 1
2188, 2
2189, 2
2191, 2
2195, 1
2201, 1
2204, 2
2208, 2
2210, 2
2212, 1
2214, 1
2216, 1
2217, 1
2222, 2
2224, 1
2230, 2
2232, 1
2233, 2
2235, 2
2236, 1
2237, 2
2238, 1
2241, 1
2242, 1
2243, 2
2245, 2
2247, 2
2249, 1
2253, 1
2258, 1
2259, 2
2261, 2
2262, 1
2263, 1
2266, 2
2267, 2
2268, 1
2269, 2
2270, 1
2274, 1
2275, 1
2277, 2
2279, 2
2280, 1
2282, 2
2283, 1
2285, 2
2287, 1
2289, 2
2291, 2
2292, 2
2295, 1
2296, 2
2297, 2
2299, 2
2301, 1
2306, 2
2309, 2
2310, 1
2315, 1
2316, 2
2321, 1
2322, 2
2324, 2
2327, 2
2328, 2
2331, 2
2338, 1
2340, 2
2341, 1
2342, 2
2345, 2
2353, 2
2357, 2
2360, 1
2362, 2
2366, 1
2367, 2
2371, 2
2372, 1
2376, 1
2377, 2
2378, 2
2379, 2
2383, 1
2384, 1
2385, 2
2386, 2
2389, 2
2391, 1
2392, 2
2393, 2
2395, 1
2396, 2
2397, 2
2400, 1
2402, 1
2403, 2
2405, 2
2406, 2
2407, 2
2408, 1
2409, 2
2410, 2
2412, 2
2415, 2
2416, 2
2421, 2
2425, 2
2426, 2
2427, 1
2430, 1
2431, 1
2435, 2
2437, 1
2438, 1
2439, 2
2443, 1
2444, 2
2445, 1
2446, 2
2449, 2
2450, 2
2453, 2
2454, 1
2455, 2
2459, 1
2461, 1
2464, 1
2468, 1
2470, 1
2475, 1
2476, 1
2477, 2
2479, 1
2482, 1
2485, 2
2486, 2
2487, 1
2488, 2
2489, 2
2490, 1
2491, 2
2492, 2
2493, 2
2494, 1
2496, 2
2497, 2
2498, 2
2499, 1
2501, 2
2504, 2
2507, 2
2508, 1
2510, 1
2511, 1
2512, 2
2513, 2
2514, 2
2516, 2
2517, 2
2520, 2
2522, 2
2524, 2
2527, 2
2528, 1
2529, 2
2531, 2
2535, 2
2536, 2
2542, 2
2543, 2
2547, 2
2548, 2
2549, 1
2552, 2
2553, 1
2554, 1
2560, 1
2563, 2
2565, 2
2566, 2
2567, 1
2570, 1
2574, 2
2575, 2
2576, 2
2579, 1
2581, 2
2583, 2
2584, 1
2585, 2
2587, 1
2588, 1
2589, 1
2590, 2
2592, 2
2596, 1
2597, 2
2598, 1
2600, 2
2603, 1
2604, 1
2607, 1
2608, 1
2611, 1
2615, 1
2619, 2
2621, 1
2622, 2
2623, 1
2624, 1
2626, 1
2627, 1
2628, 1
2630, 1
2632, 2
2634, 2
2639, 2
2641, 2
2642, 1
2652, 2
2656, 1
2658, 1
2659, 1
2660, 1
2661, 1
2662, 2
2664, 1
2665, 1
2666, 1
2672, 2
2675, 1
2676, 2
2677, 1
2678, 1
2679, 1
2682, 2
2687, 2
2688, 1
2689, 2
2690, 1
2691, 2
2693, 1
2694, 2
2697, 1
2698, 1
2700, 1
2703, 2
2704, 2
2707, 1
2708, 1
2709, 2
2710, 1
2712, 1
2714, 2
2715, 2
2716, 1
2718, 1
2724, 2
2726, 2
2731, 1
2733, 1
2736, 1
2737, 1
2738, 1
2739, 2
2740, 2
2741, 1
2744, 1
2748, 1
2749, 2
2750, 1
2751, 2
2752, 1
2754, 1
2755, 2
2757, 2
2758, 1
2759, 2
2762, 2
2763, 1
2764, 1
2765, 2
2766, 2
2767, 2
2768, 1
2771, 2
2772, 1
2775, 2
2777, 2
2781, 1
2783, 1
2786, 1
2787, 1
2789, 2
2793, 2
2794, 2
2796, 2
2797, 2
2798, 1
2799, 2
2800, 2
2801, 1
2802, 2
2804, 2
2806, 2
2807, 2
2810, 1
2811, 1
2812, 2
2813, 2
2814, 2
2818, 1
2819, 2
2820, 1
2821, 2
2823, 2
2825, 2
2827, 1
2828, 2
2829, 2
2831, 1
2835, 1
2836, 1
2837, 2
2839, 1
2840, 1
2841, 2
2842, 2
2843, 1
2844, 2
2847, 2
2848, 1
2849, 2
2850, 2
2851, 2
2852, 1
2855, 1
2860, 2
2861, 1
2865, 1
2866, 2
2867, 2
2868, 2
2869, 1
2872, 1
2873, 1
2875, 1
2878, 2
2880, 1
2881, 2
2884, 2
2889, 1
2899, 2
2901, 1
2903, 1
2904, 1
2905, 2
2907, 2
2913, 2
2916, 1
2924, 2
2925, 1
2926, 2
2929, 2
2930, 2
2931, 2
2932, 2
2936, 1
2939, 2
2941, 1
2943, 2
2944, 1
2946, 1
2947, 1
2954, 2
2955, 2
2956, 2
2957, 2
2959, 1
2961, 2
2965, 2
2966, 1
2975, 1
2976, 1
2978, 1
2980, 1
2982, 1
2985, 1
2988, 2
2989, 1
2990, 2
2992, 2
2993, 2
2996, 1
2998, 1
3003, 2
3005, 2
3006, 1
3007, 1
3008, 2
3009, 1
3013, 2
3015, 1
3018, 1
3019, 1
3020, 1
3022, 1
3027, 2
3029, 2
3030, 2
3035, 2
3037, 1
3039, 2
3040, 2
3041, 2
3044, 1
3046, 2
3048, 2
3055, 1
3059, 2
3060, 2
3062, 1
3067, 1
3068, 2
3071, 2
3072, 1
3073, 2
3074, 2
3075, 2
3077, 2
3079, 1
3080, 1
3082, 2
3085, 1
3092, 1
3093, 1
3094, 1
3097, 2
3098, 2
3101, 1
3103, 2
3104, 2
3105, 1
3109, 2
3110, 1
3111, 2
3113, 2
3115, 1
3117, 2
3118, 2
3124, 2
3125, 1
3127, 2
3128, 2
3132, 2
3133, 2
3134, 1
3135, 2
3136, 2
3141, 1
3143, 2
3144, 1
3145, 2
3148, 2
3153, 1
3154, 2
3155, 1
3156, 1
3158, 2
3159, 2
3163, 2
3165, 2
3167, 2
3172, 1
3173, 1
3174, 2
3175, 2
3176, 2
3177, 2
3180, 1
3181, 2
3182, 1
3186, 2
3188, 1
3189, 2
3190, 1
3191, 2
3192, 1
3194, 1
3196, 1
3197, 2
3199, 2
3205, 1
3207, 2
3208, 1
3210, 1
3213, 1
3214, 2
3215, 1
3218, 2
3219, 2
3222, 1
3226, 1
3227, 2
3228, 1
3229, 2
3230, 1
3233, 1
3238, 2
3239, 2
3240, 1
3249, 2
3254, 2
3255, 2
3257, 1
3258, 1
3260, 1
3261, 1
3263, 2
3266, 2
3268, 2
3269, 2
3272, 2
3273, 2
3274, 1
3275, 1
3276, 2
3278, 2
3285, 1
3286, 1
3287, 2
3289, 1
3294, 1
3295, 1
3297, 1
3299, 1
3300, 2
3304, 1
3305, 1
3306, 1
3307, 1
3308, 1
3311, 2
3312, 2
3313, 2
3314, 2
3315, 2
3317, 2
3319, 2
3322, 2
3323, 2
3324, 2
3325, 2
3328, 1
3329, 2
3332, 1
3335, 1
3338, 2
3339, 2
3346, 2
3347, 1
3349, 2
3351, 1
3352, 1
3354, 2
3356, 2
3357, 1
3359, 2
3360, 1
3361, 2
3364, 2
3367, 1
3368, 1
3370, 1
3373, 1
3375, 1
3381, 1
3383, 2
3386, 1
3388, 2
3390, 2
3393, 1
3394, 1
3395, 2
3398, 2
3399, 1
3402, 2
3405, 2
3406, 1
3408, 2
3412, 1
3416, 1
3417, 1
3418, 2
3419, 2
3420, 1
3421, 2
3422, 2
3423, 1
3427, 1
3429, 2
3431, 2
3433, 2
3434, 1
3436, 2
3439, 2
3446, 2
3450, 2
3451, 1
3455, 1
3460, 1
3462, 1
3463, 1
3465, 2
3466, 1
3467, 2
3470, 1
3473, 1
3476, 1
3477, 2
3478, 2
3482, 1
3487, 2
3488, 1
3489, 2
3490, 1
3492, 2
3496, 2
3497, 1
3498, 1
3499, 1
3500, 2
3501, 2
3502, 2
3506, 1
3510, 2
3511, 1
3513, 2
3518, 2
3520, 1
3521, 2
3523, 2
3526, 1
3528, 1
3533, 1
3538, 2
3540, 2
3545, 1
3546, 1
3548, 2
3549, 1
3552, 2
3553, 2
3554, 1
3555, 1
3557, 1
3558, 2
3560, 1
3563, 1
3566, 1
3567, 1
3569, 1
3570, 2
3574, 2
3576, 1
3578, 2
3580, 1
3582, 2
3583, 1
3584, 1
3585, 1
3587, 2
3589, 1
3590, 2
3591, 1
3594, 2
3599, 2
3600, 1
3604, 2
3605, 2
3606, 2
3608, 2
3609, 1
3612, 1
3614, 2
3615, 2
3616, 2
3617, 2
3619, 1
3620, 2
3621, 2
3623, 2
3625, 1
3629, 2
3630, 1
3633, 1
3635, 2
3637, 1
3638, 1
3640, 1
3641, 1
3649, 1
3651, 1
3652, 2
3655, 2
3657, 1
3658, 1
3661, 1
3665, 1
3666, 2
3667, 2
3670, 2
3673, 1
3674, 2
3675, 1
3676, 2
3677, 2
3679, 1
3680, 2
3682, 2
3683, 2
3684, 2
3686, 1
3688, 1
3689, 1
3690, 1
3692, 2
3693, 2
3696, 1
3697, 1
3698, 2
3700, 2
3701, 2
3703, 2
3707, 1
3708, 2
3710, 1
3713, 1
3714, 2
3715, 1
3716, 2
3718, 2
3720, 2
3722, 2
3723, 1
3726, 2
3727, 1
3729, 1
3731, 1
3733, 2
3734, 2
3735, 1
3739, 2
3740, 2
3741, 2
3744, 1
3745, 2
3746, 1
3747, 2
3748, 1
3750, 1
3751, 1
3752, 2
3754, 2
3755, 2
3756, 2
3761, 2
3762, 1
3765, 1
3767, 2
3768, 1
3771, 2
3772, 2
3774, 2
3777, 2
3778, 1
3780, 1
3785, 1
3786, 1
3787, 1
3790, 2
3791, 2
3792, 1
3793, 1
3798, 2
3800, 1
3802, 2
3804, 2
3809, 1
3814, 1
3819, 2
3821, 2
3824, 1
3825, 1
3826, 2
3827, 2
3828, 1
3829, 2
3830, 2
3832, 2
3835, 2
3836, 2
3837, 1
3838, 1
3839, 2
3841, 2
3842, 1
3843, 2
3844, 1
3845, 2
3846, 1
3847, 2
3848, 2
3850, 2
3852, 2
3853, 1
3857, 2
3858, 2
3861, 2
3862, 2
3863, 1
3865, 1
3868, 2
3869, 2
3871, 1
3872, 1
3873, 1
3874, 1
3876, 1
3877, 1
3878, 2
3885, 2
3886, 2
3887, 1
3888, 2
3892, 2
3893, 1
3894, 1
3897, 2
3898, 1
3899, 1
3901, 2
3904, 2
3905, 2
3907, 2
3909, 2
3910, 1
3913, 1
3914, 1
3915, 2
3921, 2
3925, 2
3926, 2
3928, 2
3929, 1
3930, 2
3932, 2
3934, 2
3936, 1
3938, 2
3939, 1
3940, 1
3943, 2
3945, 2
3946, 1
3947, 1
3948, 2
3949, 2
3956, 2
3958, 2
3959, 2
3960, 1
3961, 1
3965, 1
3967, 2
3969, 1
3970, 1
3972, 1
3974, 1
3977, 1
3980, 2
3981, 1
3982, 2
3988, 2
3989, 1
3995, 1
3997, 2
3998, 2
4002, 1
4003, 2
4011, 2
4012, 1
4014, 2
4015, 2
4017, 2
4018, 2
4019, 1
4020, 1
4022, 2
4023, 2
4024, 1
4025, 2
4034, 1
4036, 2
4037, 1
4039, 2
4041, 1
4044, 1
4046, 1
4047, 1
4048, 2
4051, 2
4054, 2
4055, 2
4058, 2
4061, 2
4063, 1
4065, 1
4069, 2
4070, 1
4071, 2
4072, 1
4074, 1
4077, 2
4079, 1
4080, 1
4083, 2
4084, 2
4088, 2
4090, 1
4093, 2
4094, 2
4097, 2
4099, 2
4100, 2
4101, 2
4103, 1
4104, 2
4106, 2
4107, 2
4110, 1
4111, 2
4112, 1
4113, 1
4116, 2
4120, 2
4121, 1
4124, 2
4126, 2
4127, 2
4128, 2
4130, 1
4134, 1
4135, 2
4137, 2
4140, 1
4141, 2
4145, 2
4148, 1
4149, 2
4151, 1
4152, 2
4153, 2
4154, 2
4156, 2
4158, 2
4159, 2
4161, 2
4164, 2
4167, 1
4168, 1
4169, 2
4173, 2
4174, 1
4175, 2
4179, 2
4180, 2
4181, 2
4183, 2
4184, 2
4188, 2
4189, 2
4192, 2
4193, 1
4196, 2
4197, 1
4198, 1
4201, 1
4202, 2
4204, 1
4206, 1
4208, 1
4210, 2
4212, 2
4213, 2
4216, 2
4217, 1
4219, 2
4222, 1
4224, 1
4226, 1
4227, 2
4228, 2
4231, 2
4232, 2
4234, 2
4235, 2
4240, 1
4241, 1
4243, 2
4246, 1
4247, 1
4248, 1
4251, 1
4253, 1
4254, 2
4255, 2
4258, 2
4260, 2
4261, 2
4263, 1
4264, 2
4265, 1
4266, 2
4267, 2
4268, 2
4270, 1
4274, 2
4275, 2
4279, 1
4283, 2
4284, 2
4285, 1
4287, 1
4288, 2
4289, 1
4292, 2
4294, 1
4296, 1
4297, 2
4304, 2
4305, 2
4310, 1
4311, 2
4312, 2
4318, 2
4320, 2
4321, 1
4322, 1
4324, 1
4328, 1
4330, 2
4331, 2
4334, 1
4338, 1
4339, 1
4343, 1
4345, 2
4346, 1
4348, 2
4352, 2
4355, 2
4357, 2
4358, 1
4361, 2
4362, 2
4363, 2
4364, 2
4365, 2
4367, 1
4369, 1
4371, 1
4372, 1
4373, 2
4377, 1
4380, 2
4383, 1
4386, 2
4388, 1
4390, 2
4391, 1
4395, 1
4396, 1
4398, 2
4401, 1
4403, 2
4404, 2
4405, 1
4407, 2
4409, 1
4410, 2
4412, 2
4413, 2
4416, 1
4417, 2
4418, 2
4419, 2
4420, 1
4424, 2
4428, 1
4429, 2
4431, 2
4432, 1
4434, 2
4435, 2
4439, 1
4440, 1
4443, 1
4445, 2
4447, 1
4448, 1
4450, 1
4453, 2
4454, 1
4457, 2
4459, 2
4462, 2
4463, 2
4464, 2
4466, 1
4468, 2
4469, 2
4470, 1
4471, 2
4472, 2
4474, 2
4477, 1
4480, 2
4483, 2
4484, 2
4491, 2
4492, 2
4497, 2
4501, 2
4503, 2
4504, 2
4505, 1
4506, 1
4509, 2
4512, 1
4515, 1
4520, 1
4521, 2
4522, 2
4523, 1
4524, 2
4526, 1
4528, 2
4530, 1
4532, 2
4533, 1
4534, 2
4535, 1
4536, 2
4540, 2
4541, 2
4542, 1
4548, 2
4552, 2
4553, 2
4554, 1
4556, 2
4557, 2
4559, 2
4563, 2
4564, 2
4565, 2
4566, 1
4567, 1
4570, 2
4571, 1
4572, 1
4575, 2
4576, 2
4577, 2
4580, 2
4588, 1
4591, 2
4592, 2
4595, 1
4597, 2
4598, 1
4599, 1
4600, 2
4604, 1
4605, 2
4606, 2
4610, 1
4611, 2
4612, 2
4618, 2
4619, 2
4620, 2
4621, 1
4622, 1
4625, 2
4626, 1
4629, 2
4631, 2
4637, 2
4638, 1
4639, 2
4640, 2
4641, 2
4644, 2
4645, 1
4646, 2
4649, 2
4653, 2
4654, 2
4656, 2
4659, 1
4660, 1
4661, 2
4662, 1
4664, 2
4666, 2
4667, 1
4671, 1
4673, 2
4676, 2
4677, 1
4678, 2
4679, 1
4680, 1
4684, 1
4685, 2
4686, 1
4689, 1
4690, 1
4691, 1
4693, 2
4694, 2
4695, 2
4696, 1
4699, 2
4700, 2
4702, 1
4703, 2
4705, 2
4711, 2
4715, 1
4716, 2
4717, 1
4718, 1
4719, 1
4720, 2
4722, 1
4723, 2
4733, 1
4734, 1
4738, 2
4740, 1
4744, 1
4745, 2
4752, 2
4755, 2
4759, 2
4760, 2
4762, 1
4763, 2
4766, 2
4769, 1
4771, 2
4772, 1
4774, 2
4775, 2
4781, 2
4783, 1
4784, 1
4785, 2
4786, 1
4787, 1
4788, 2
4789, 2
4791, 1
4792, 2
4793, 2
4795, 1
4799, 1
4800, 1
4801, 2
4803, 2
4804, 1
4812, 1
4813, 1
4816, 1
4822, 1
4823, 2
4824, 1
4829, 2
4831, 1
4835, 1
4841, 2
4843, 2
4844, 2
4845, 2
4846, 1
4848, 2
4850, 1
4852, 1
4857, 2
4858, 2
4859, 1
4860, 2
4865, 2
